"Genome","HMM.Profile","Trimmed.Profile","Substrates","Source","E.Value","Coverage","HMM.Profile.Number"
"H12_NM75","GH23","GH23","chitin, peptidoglycan","pg","2.8e-24","0.859259259259",23
"H12_NM75","GH31_15","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"8.8e-165","0.99765258216",31
"H12_NM75","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","5.9e-88","0.991869918699",43
"H12_NM75","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","3.4e-60","0.991304347826",16
"H12_NM75","GH163","GH163","host glycan",NA,"1.6e-105","0.99203187251",163
"H12_NM75","GH97","GH97","alpha-glucan",NA,"2e-232","0.980982567353",97
"H12_NM75","GH31_16","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"3.8e-230","0.997679814385",31
"H12_NM75","GH32","GH32","fructan","sucrose","2.3e-87","0.986348122867",32
"H12_NM75","GH32","GH32","fructan","sucrose","8e-67","0.996587030717",32
"H12_NM75","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","7.9e-65","0.981481481481",3
"H12_NM75","GH92","GH92","host glycan","animal","1.9e-154","0.918533604888",92
"H12_NM75","GH130_2","GH130","beta-mannan",NA,"2.6e-157","0.996666666667",130
"H12_NM75","GH20","GH20","exo-polysaccharide, host glycan, human milk polysaccharide","animal,fungal,mucin","6.8e-119","0.976261127596",20
"H12_NM75","GH13_14","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","2e-40","0.477508650519",13
"H12_NM75","GH123","GH123","host glycan",NA,"1.6e-170","0.986988847584",123
"H12_NM75","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","4.1e-122","0.610372340426",2
"H12_NM75","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.4e-68","0.962962962963",3
"H12_NM75","GH89","GH89","host glycan","animal,mucin","4.9e-218","0.965309200603",89
"H12_NM75","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","2.9e-248","0.984764542936",95
"H12_NM75","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","4e-49","0.995652173913",16
"H12_NM75","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.4e-52","0.967592592593",3
"H12_NM75","GH31","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"1.9e-124","0.997658079625",31
"H12_NM75","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","2.4e-67","0.981481481481",3
"H12_NM75","GH36","GH36","alpha-galactan, host glycan, raffinose","plant","2.1e-212","0.995639534884",36
"H12_NM75","GH110","GH110","host glycan","animal","1.6e-179","0.996350364964",110
"H12_NM75","GH23","GH23","chitin, peptidoglycan","pg","1.9e-26","0.82962962963",23
"H12_NM75","GH29","GH29","host glycan","plant,animal,mucin","2.6e-79","0.887283236994",29
"H12_NM75","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.4e-112","0.660904255319",2
"H12_NM75","GH53","GH53","arabinogalactan protein","plant","2.9e-91","0.900584795322",53
"H12_NM75","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","6.7e-55","0.717592592593",3
"H12_NM75","GH33","GH33","pectin, sialic acid","animal,mucin","3.8e-86","0.961988304094",33
"H12_NM75","GH53","GH53","arabinogalactan protein","plant","1.7e-81","0.979532163743",53
"H12_NM75","GH13_8","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","4e-162","0.99375",13
"H12_NM75","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.7e-73","0.494680851064",2
"H12_NM75","GH33","GH33","pectin, sialic acid","animal,mucin","3.3e-21","0.877192982456",33
"H12_NM75","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","3.3e-64","0.976851851852",3
"H12_NM75","GH13_28","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","3e-108","0.993031358885",13
"H12_NM75","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","5e-90","0.547872340426",2
"H12_NM75","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","3.7e-65","0.990740740741",3
"H12_NM75","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","7.7e-72","0.986111111111",3
"H12_NM75","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","4.8e-117","0.599734042553",2
"H12_NM75","GH84","GH84","host glycan","animal,mucin","4.4e-101","0.993220338983",84
"H12_NM75","GH36","GH36","alpha-galactan, host glycan, raffinose","plant","1.6e-204","0.995639534884",36
"H12_NM75","GH92","GH92","host glycan","animal","2.9e-169","0.989816700611",92
"H12_NM75","GH109","GH109","host glycan","animal","5.4e-170","0.987468671679",109
"H12_NM75","GH13_47","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","4.6e-109","0.987179487179",13
"H12_NM75","GH97","GH97","alpha-glucan",NA,"4.8e-209","0.9793977813",97
"H12_NM75","GH13_48","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","2.2e-122","0.989399293286",13
"H12_NM75","GH43_28","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","4.5e-104","0.981132075472",43
"H12_NM75","GH33","GH33","pectin, sialic acid","animal,mucin","2.7e-92","0.964912280702",33
"H12_NM75","GH33","GH33","pectin, sialic acid","animal,mucin","1.6e-82","0.929824561404",33
"H12_NM75","GH171","GH171","peptidoglycan",NA,"3.5e-106","0.997183098592",171
"H12_NM75","GH28","GH28","pectin","plant","3.1e-79","0.96",28
"H12_NM75","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3.5e-215","0.972074468085",2
"H12_NM75","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.9e-65","0.981481481481",3
"H12_NM75","GH43_12","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.9e-104","0.992882562278",43
"H12_NM75","GH25","GH25","peptidoglycan","pg","4e-38","0.971751412429",25
"H12_NM75","GH88","GH88","host glycan","animal","9.5e-119","0.981762917933",88
"H12_NM75","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","7.4e-83","0.518617021277",2
"H12_NM75","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.5e-82","0.714095744681",2
"H12_NM75","GH92","GH92","host glycan","animal","2.1e-160","0.995926680244",92
"H12_NM75","GH13_38","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.3e-166","0.99460916442",13
"H12_NM75","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","7.6e-56","0.995652173913",16
"H12_NM75","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","1.5e-270","0.980609418283",95
"H12_NM75","GH85","GH85","host glycan","animal","1.4e-35","0.955555555556",85
"H4_NM65","GH146","GH146","arabinan",NA,"9e-177","0.994035785288",146
"H4_NM65","GH97","GH97","alpha-glucan",NA,"1.4e-176","0.987321711569",97
"H4_NM65","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","6.4e-108","0.63829787234",2
"H4_NM65","GH13_48","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.7e-117","0.989399293286",13
"H4_NM65","GH32","GH32","fructan","sucrose","2.2e-84","0.986348122867",32
"H4_NM65","GH13_37","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","4.8e-102","0.980891719745",13
"H4_NM65","GH31","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"1.2e-124","0.997658079625",31
"H4_NM65","GH10","GH10","alkaloid, beta-glucan, xylan",NA,"5.8e-114","0.990099009901",10
"H4_NM65","GH97","GH97","alpha-glucan",NA,"1.4e-243","0.992076069731",97
"H4_NM65","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.7e-215","0.969414893617",2
"H4_NM65","GH115","GH115","arabinogalactan protein, xylan","plant","2.3e-108","0.406025824964",115
"H4_NM65","GH31_4","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"1.3e-166","0.997701149425",31
"H4_NM65","GH23","GH23","chitin, peptidoglycan","pg","7e-25","0.866666666667",23
"H4_NM65","GH8","GH8","beta-glucan, cellulose, chitosan, xylan","plant,fungal","1.1e-69","0.790625",8
"H4_NM65","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","6.4e-138","0.919540229885",51
"H4_NM65","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.4e-119","0.601063829787",2
"H4_NM65","GH13_8","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","7.3e-162","0.99375",13
"H4_NM65","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.4e-118","0.992805755396",43
"H4_NM65","GH29","GH29","host glycan","plant,animal,mucin","1e-102","0.904624277457",29
"H4_NM65","GH29","GH29","host glycan","plant,animal,mucin","6e-83","0.843930635838",29
"H4_NM65","GH29","GH29","host glycan","plant,animal,mucin","2.6e-103","0.968208092486",29
"H4_NM65","GH25","GH25","peptidoglycan","pg","1.2e-43","0.960451977401",25
"H4_NM65","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","2.7e-54","0.976851851852",3
"H4_NM65","GH43_34","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.2e-99","0.996428571429",43
"H4_NM65","GH30_2","GH30","arabinogalactan protein, beta-fucosides, beta-glucan, beta-glucuronan, host glycan, xylan",NA,"6.4e-168","0.985401459854",30
"H4_NM65","GH43_19","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.5e-78","0.978165938865",43
"H4_NM65","GH146","GH146","arabinan",NA,"1.4e-203","0.996023856859",146
"H4_NM65","GH51_1","GH51","arabinan, beta-glucan, xylan","plant","7.2e-169","0.993644067797",51
"H4_NM65","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","6.2e-102","0.859712230216",43
"H4_NM65","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","4e-181","0.993103448276",51
"H4_NM65","GH43_4","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","4.3e-85","0.993769470405",43
"H4_NM65","GH43_4","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.5e-87","0.993769470405",43
"H4_NM65","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","6.8e-151","0.993103448276",51
"H4_NM65","GH127","GH127","arabinogalactan protein, carrageenan, pectin",NA,"5.2e-209","0.998091603053",127
"H4_NM65","GH43_34","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.5e-82","0.996428571429",43
"H4_NM65","GH97","GH97","alpha-glucan",NA,"6.7e-189","0.988906497623",97
"H4_NM65","GH127","GH127","arabinogalactan protein, carrageenan, pectin",NA,"9e-211","0.998091603053",127
"H4_NM65","GH57","GH57","alpha-galactan, alpha-glucan, beta-glucan, starch","starch","2e-63","0.804177545692",57
"H4_NM65","GH133","GH133","glycogen",NA,"2.4e-88","0.981182795699",133
"H4_NM65","GH105","GH105","pectin, ulvan","animal","5e-80","0.978915662651",105
"H4_NM65","GH154","GH154","arabinogalactan protein",NA,"2.2e-106","0.997126436782",154
"H4_NM65","GH108","GH108","peptidoglycan","pg","4.7e-21","0.96511627907",108
"H4_NM65","GH13_14","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","2.1e-121","0.996539792388",13
"H4_NM65","GH23","GH23","chitin, peptidoglycan","pg","1.4e-22","0.82962962963",23
"H4_NM65","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.4e-104","0.99593495935",43
"H4_NM65","GH35","GH35","beta-galactan, chitin, pectin",NA,"1.9e-118","0.990228013029",35
"H4_NM65","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","1.7e-288","0.97783933518",95
"H4_NM65","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","4.7e-104","0.992805755396",43
"H4_NM65","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","6.6e-116","0.996402877698",43
"H4_NM65","GH97","GH97","alpha-glucan",NA,"9.4e-164","0.984152139461",97
"H4_NM65","GH43_2","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.4e-134","0.996389891697",43
"H4_NM65","GH8","GH8","beta-glucan, cellulose, chitosan, xylan","plant,fungal","7.2e-80","0.928125",8
"H4_NM65","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","4.5e-68","0.981481481481",3
"H4_NM65","GH10","GH10","alkaloid, beta-glucan, xylan",NA,"1.9e-49","0.679867986799",10
"H4_NM65","GH43_12","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","5.4e-113","0.992882562278",43
"H4_NM65","GH43_10","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.8e-101","0.992619926199",43
"H4_NM65","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","5.4e-104","0.985611510791",43
"H4_NM65","GH115","GH115","arabinogalactan protein, xylan","plant","9.6e-278","0.995695839311",115
"H4_NM65","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3e-60","0.67420212766",2
"H4_NM65","GH73","GH73","peptidoglycan","pg","5e-34","0.9765625",73
"H4_NM65","GH43_17","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.7e-101","0.973782771536",43
"H4_NM65","GH13_38","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.5e-166","0.99460916442",13
"H4_NM65","GH73","GH73","peptidoglycan","pg","3.3e-18","0.9375",73
"H4_NM65","GH43_7","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","6.4e-155","0.9963099631",43
"H4_NM65","GH43_35","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","8.3e-103","0.993442622951",43
"H4_NM65","GH43_35","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1e-111","0.986885245902",43
"H4_NM65","GH133","GH133","glycogen",NA,"2.7e-64","0.975806451613",133
"H4_NM65","GH154","GH154","arabinogalactan protein",NA,"7.1e-93","0.994252873563",154
"H4_NM65","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","7.5e-98","0.99593495935",43
"H4_NM65","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","3.2e-64","0.995652173913",16
"H4_NM65","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","4.2e-267","0.986149584488",95
"H4_NM65","GH43_10","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2e-76","0.826568265683",43
"H4_NM65","GH67","GH67","xylan","plant","2.7e-262","0.883408071749",67
"H4_NM65","GH43_1","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.8e-149","0.99348534202",43
"H4_NM65","GH10","GH10","alkaloid, beta-glucan, xylan",NA,"8.9e-101","0.986798679868",10
"H4_NM65","GH35","GH35","beta-galactan, chitin, pectin",NA,"2.9e-31","0.543973941368",35
"H4_NM65","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3.4e-118","0.675531914894",2
"H4_NM65","GH13_47","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1e-106","0.987179487179",13
"H4_NM65","GH43_5","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.9e-115","0.993031358885",43
"H4_NM65","GH23","GH23","chitin, peptidoglycan","pg","1.1e-22","0.807407407407",23
"H4_NM65","GH77","GH77","starch","starch","5.2e-147","0.977732793522",77
"H4_NM65","GH13_28","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.6e-108","0.993031358885",13
"H4_NM65","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","2.3e-60","0.976851851852",3
"H4_NM65","GH188","GH188",NA,NA,"1.6e-19","0.764478764479",188
"H4_NM65","GH24","GH24","peptidoglycan","pg","1.1e-18","0.934306569343",24
"H4_NM65","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","4.3e-118","0.586436170213",2
"H4_NM65","GH30_2","GH30","arabinogalactan protein, beta-fucosides, beta-glucan, beta-glucuronan, host glycan, xylan",NA,"6.3e-160","0.987834549878",30
"H4_NM65","GH31_4","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"3.3e-174","0.997701149425",31
"H4_NM65","GH115","GH115","arabinogalactan protein, xylan","plant","3.1e-214","0.982783357245",115
"H4_NM65","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","7.2e-72","0.986111111111",3
"H4_NM65","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","5.4e-115","0.660904255319",2
