locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALLENOCK_02426	CDS	741				hypothetical protein
ALLENOCK_02427	CDS	300				hypothetical protein
ALLENOCK_02428	CDS	414				hypothetical protein
ALLENOCK_02429	CDS	756				hypothetical protein
ALLENOCK_02430	CDS	426				hypothetical protein
ALLENOCK_02431	CDS	1302				hypothetical protein
ALLENOCK_02432	CDS	2001				hypothetical protein
ALLENOCK_02433	CDS	456				hypothetical protein
ALLENOCK_02434	CDS	4203	mutS_5			DNA mismatch repair protein MutS
ALLENOCK_02435	CDS	711				hypothetical protein
ALLENOCK_02436	CDS	534				hypothetical protein
ALLENOCK_02437	CDS	699				hypothetical protein
ALLENOCK_02438	CDS	180				hypothetical protein
ALLENOCK_02439	CDS	195				hypothetical protein
ALLENOCK_02440	CDS	1251	xerC_8			Tyrosine recombinase XerC
ALLENOCK_02441	CDS	1785				hypothetical protein
ALLENOCK_02442	CDS	381				hypothetical protein
ALLENOCK_02443	CDS	1335				hypothetical protein
ALLENOCK_02444	CDS	663				hypothetical protein
ALLENOCK_02445	CDS	903	per1_1	3.5.2.6		Extended-spectrum beta-lactamase PER-1
ALLENOCK_02446	CDS	681				hypothetical protein
ALLENOCK_02447	CDS	390				hypothetical protein
ALLENOCK_02448	CDS	801				hypothetical protein
ALLENOCK_02449	CDS	663				hypothetical protein
ALLENOCK_02450	CDS	804	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
ALLENOCK_02451	CDS	366				hypothetical protein
ALLENOCK_02452	CDS	684				hypothetical protein
ALLENOCK_02453	CDS	2271				hypothetical protein
ALLENOCK_02454	CDS	2643				hypothetical protein
ALLENOCK_02455	CDS	5943				hypothetical protein
ALLENOCK_02456	CDS	1395	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
ALLENOCK_02457	CDS	705	srrA_2		COG0745	Transcriptional regulatory protein SrrA
ALLENOCK_02458	CDS	1044	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
ALLENOCK_02459	CDS	321				hypothetical protein
ALLENOCK_02460	CDS	444	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
ALLENOCK_02461	CDS	519				hypothetical protein
ALLENOCK_02462	CDS	780				hypothetical protein
ALLENOCK_02463	CDS	573				hypothetical protein
ALLENOCK_02464	CDS	1203	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
ALLENOCK_02465	CDS	2196	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
ALLENOCK_02466	CDS	1437				hypothetical protein
ALLENOCK_02467	CDS	1089	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
ALLENOCK_02468	CDS	1146	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
ALLENOCK_02469	CDS	411				hypothetical protein
ALLENOCK_02470	CDS	2022	btuB_10			Vitamin B12 transporter BtuB
ALLENOCK_02471	CDS	426				hypothetical protein
ALLENOCK_02472	CDS	1293				hypothetical protein
ALLENOCK_02473	tRNA	83				tRNA-Leu(caa)
ALLENOCK_02474	CDS	807				hypothetical protein
ALLENOCK_02475	CDS	984	yrbG_2		COG0530	Inner membrane protein YrbG
ALLENOCK_02476	CDS	1203	fsr			Fosmidomycin resistance protein
ALLENOCK_02477	CDS	255				hypothetical protein
ALLENOCK_02478	CDS	2304				hypothetical protein
ALLENOCK_02479	CDS	384				hypothetical protein
ALLENOCK_02480	CDS	1272				hypothetical protein
ALLENOCK_02481	CDS	744				hypothetical protein
ALLENOCK_02482	CDS	126				hypothetical protein
ALLENOCK_02483	CDS	483				hypothetical protein
ALLENOCK_02484	CDS	2568				hypothetical protein
ALLENOCK_02485	CDS	510	fldA		COG0716	Flavodoxin 1
ALLENOCK_02486	CDS	531				hypothetical protein
ALLENOCK_02487	CDS	567	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
ALLENOCK_02488	CDS	573	gmk	2.7.4.8	COG0194	Guanylate kinase
ALLENOCK_02489	CDS	876				hypothetical protein
ALLENOCK_02490	CDS	1638	groL		COG0459	60 kDa chaperonin
ALLENOCK_02491	CDS	276	groS		COG0234	10 kDa chaperonin
ALLENOCK_02492	CDS	714	hssR			Heme response regulator HssR
ALLENOCK_02493	CDS	1524	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
ALLENOCK_02494	CDS	2250				hypothetical protein
ALLENOCK_02495	CDS	921		1.1.1.81	COG0111	Hydroxypyruvate reductase
ALLENOCK_02496	CDS	1068	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
ALLENOCK_02497	CDS	1503				hypothetical protein
ALLENOCK_02498	CDS	162				hypothetical protein
ALLENOCK_02499	CDS	855	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
ALLENOCK_02500	CDS	1239	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
ALLENOCK_02501	CDS	2190	glnA	6.3.1.2		Glutamine synthetase
ALLENOCK_02502	CDS	4509	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
ALLENOCK_02503	CDS	1428	gltD_3	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
ALLENOCK_02504	CDS	1890	purF_2	2.4.2.14		Amidophosphoribosyltransferase
ALLENOCK_02505	CDS	576				hypothetical protein
ALLENOCK_02506	CDS	1053				hypothetical protein
ALLENOCK_02507	CDS	1179	hsrA			putative transport protein HsrA
ALLENOCK_02508	CDS	1185	bcr			Bicyclomycin resistance protein
ALLENOCK_02509	CDS	1206				hypothetical protein
ALLENOCK_02510	CDS	1398				hypothetical protein
ALLENOCK_02511	CDS	1266				hypothetical protein
ALLENOCK_02512	CDS	1599				hypothetical protein
ALLENOCK_02513	CDS	1212	mepA_3			Multidrug export protein MepA
ALLENOCK_02514	CDS	1305				hypothetical protein
ALLENOCK_02515	CDS	498				hypothetical protein
ALLENOCK_02516	CDS	624				hypothetical protein
ALLENOCK_02517	CDS	465				hypothetical protein
ALLENOCK_02518	CDS	114				hypothetical protein
ALLENOCK_02519	CDS	1194				hypothetical protein
ALLENOCK_02520	CDS	522				hypothetical protein
ALLENOCK_02521	tmRNA	398	ssrA			transfer-messenger RNA, SsrA
ALLENOCK_02522	CDS	444				hypothetical protein
ALLENOCK_02523	CDS	948				hypothetical protein
ALLENOCK_02524	CDS	699				hypothetical protein
ALLENOCK_02525	tRNA	73				tRNA-Met(cat)
ALLENOCK_02526	CDS	963	ftsY		COG0552	Signal recognition particle receptor FtsY
ALLENOCK_02527	CDS	1314	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
ALLENOCK_02528	CDS	1068	menF	5.4.4.2		Isochorismate synthase MenF
ALLENOCK_02529	CDS	1503				hypothetical protein
ALLENOCK_02530	CDS	1302				hypothetical protein
ALLENOCK_02531	CDS	1536				hypothetical protein
ALLENOCK_02532	CDS	867	hisG	2.4.2.17		ATP phosphoribosyltransferase
ALLENOCK_02533	CDS	1284	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
ALLENOCK_02534	CDS	1038	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
ALLENOCK_02535	CDS	1149	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
ALLENOCK_02536	CDS	1401				hypothetical protein
ALLENOCK_02537	CDS	1017				hypothetical protein
ALLENOCK_02538	CDS	1302				hypothetical protein
ALLENOCK_02539	CDS	153				hypothetical protein
ALLENOCK_02540	CDS	903				hypothetical protein
ALLENOCK_02541	CDS	495				hypothetical protein
ALLENOCK_02542	CDS	267				hypothetical protein
ALLENOCK_02543	CDS	213				hypothetical protein
ALLENOCK_02544	CDS	1338	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
ALLENOCK_02545	CDS	363				hypothetical protein
ALLENOCK_02546	CDS	1200	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
ALLENOCK_02547	CDS	606	prfB_2			Peptide chain release factor 2
ALLENOCK_02548	CDS	1698	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
ALLENOCK_02549	CDS	1464				hypothetical protein
ALLENOCK_02550	CDS	1170				hypothetical protein
ALLENOCK_02551	CDS	1500				hypothetical protein
ALLENOCK_02552	CDS	1167	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
ALLENOCK_02553	CDS	432				hypothetical protein
ALLENOCK_02554	CDS	1314	thrC	4.2.3.1	COG0498	Threonine synthase
ALLENOCK_02555	CDS	1212	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
ALLENOCK_02556	CDS	2490	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
ALLENOCK_02557	CDS	1935				hypothetical protein
ALLENOCK_02558	CDS	1173	bepF_1			Efflux pump periplasmic linker BepF
ALLENOCK_02559	CDS	3129	bepE_3			Efflux pump membrane transporter BepE
ALLENOCK_02560	CDS	1443	oprM_2		COG1538	Outer membrane protein OprM
ALLENOCK_02561	CDS	2667				hypothetical protein
ALLENOCK_02562	CDS	2637				hypothetical protein
ALLENOCK_02563	CDS	1665				hypothetical protein
ALLENOCK_02564	CDS	1791				hypothetical protein
ALLENOCK_02565	CDS	3552				TonB-dependent receptor P26
ALLENOCK_02566	CDS	417				hypothetical protein
ALLENOCK_02567	CDS	1011	fecR		COG3712	Protein FecR
ALLENOCK_02568	CDS	579				hypothetical protein
ALLENOCK_02569	CDS	564	csh	3.13.1.5		Carbon disulfide hydrolase
ALLENOCK_02570	CDS	525				hypothetical protein
ALLENOCK_02571	CDS	516				hypothetical protein
ALLENOCK_02572	CDS	210				hypothetical protein
ALLENOCK_02573	CDS	177				hypothetical protein
ALLENOCK_02574	CDS	690				hypothetical protein
ALLENOCK_02575	CDS	513				hypothetical protein
ALLENOCK_02576	CDS	1068				hypothetical protein
ALLENOCK_02577	CDS	270				hypothetical protein
ALLENOCK_02578	CDS	2223	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
ALLENOCK_02579	CDS	1137				hypothetical protein
ALLENOCK_02580	CDS	837				hypothetical protein
ALLENOCK_02581	CDS	777				hypothetical protein
ALLENOCK_02582	CDS	366	ihfA			Integration host factor subunit alpha
ALLENOCK_02583	CDS	564				hypothetical protein
ALLENOCK_02584	CDS	573				hypothetical protein
ALLENOCK_02585	CDS	585	adk	2.7.4.3	COG0563	Adenylate kinase
ALLENOCK_02586	CDS	558	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
ALLENOCK_02587	CDS	498	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
ALLENOCK_02588	CDS	1017	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
ALLENOCK_02589	CDS	1515	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
ALLENOCK_02590	CDS	1098				hypothetical protein
ALLENOCK_02591	CDS	1452	sacC	3.2.1.80	COG1621	Levanase
ALLENOCK_02592	CDS	1770				SusD-like protein P2
ALLENOCK_02593	CDS	3057				TonB-dependent receptor P3
ALLENOCK_02594	CDS	2757	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
ALLENOCK_02595	CDS	1851				hypothetical protein
ALLENOCK_02596	CDS	1182				hypothetical protein
ALLENOCK_02597	CDS	882	pfkB	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
ALLENOCK_02598	CDS	471				hypothetical protein
ALLENOCK_02599	CDS	711	ypdB		COG3279	Transcriptional regulatory protein YpdB
ALLENOCK_02600	CDS	801				hypothetical protein
ALLENOCK_02601	CDS	231				hypothetical protein
ALLENOCK_02602	CDS	798	bepG			Efflux pump membrane transporter BepG
ALLENOCK_02603	CDS	501	bepE_4			Efflux pump membrane transporter BepE
ALLENOCK_02604	CDS	447	mdtC			Multidrug resistance protein MdtC
ALLENOCK_02605	CDS	1017	btuB_11			Vitamin B12 transporter BtuB
ALLENOCK_02606	CDS	1749				hypothetical protein
ALLENOCK_02607	CDS	375				hypothetical protein
ALLENOCK_02608	CDS	1338				hypothetical protein
ALLENOCK_02609	CDS	393				hypothetical protein
ALLENOCK_02610	CDS	534				hypothetical protein
ALLENOCK_02611	CDS	345				hypothetical protein
ALLENOCK_02612	CDS	441				hypothetical protein
ALLENOCK_02613	CDS	1380				hypothetical protein
ALLENOCK_02614	CDS	1275	atoC_1		COG2204	Regulatory protein AtoC
ALLENOCK_02615	CDS	249				hypothetical protein
ALLENOCK_02616	CDS	384				hypothetical protein
ALLENOCK_02617	CDS	1566				hypothetical protein
ALLENOCK_02618	CDS	1620	topA_3	5.6.2.1		DNA topoisomerase 1
ALLENOCK_02619	CDS	285				hypothetical protein
ALLENOCK_02620	CDS	336				hypothetical protein
ALLENOCK_02621	CDS	1236	xerC_9			Tyrosine recombinase XerC
ALLENOCK_02622	CDS	204				hypothetical protein
ALLENOCK_02623	CDS	99				hypothetical protein
ALLENOCK_02624	CDS	213				hypothetical protein
ALLENOCK_02625	CDS	441				hypothetical protein
ALLENOCK_02626	CDS	1275				hypothetical protein
ALLENOCK_02627	CDS	180				hypothetical protein
ALLENOCK_02628	CDS	510				hypothetical protein
ALLENOCK_02629	CDS	345				hypothetical protein
ALLENOCK_02630	CDS	1122				hypothetical protein
ALLENOCK_02631	CDS	276			COG0776	DNA-binding protein HU
ALLENOCK_02632	CDS	489				hypothetical protein
ALLENOCK_02633	CDS	537				hypothetical protein
ALLENOCK_02634	CDS	867	dnaG_4	2.7.7.-	COG0358	DNA primase
ALLENOCK_02635	CDS	693				hypothetical protein
ALLENOCK_02636	CDS	567				hypothetical protein
ALLENOCK_02637	CDS	1014				hypothetical protein
ALLENOCK_02638	CDS	1200				hypothetical protein
ALLENOCK_02639	CDS	351				hypothetical protein
ALLENOCK_02640	CDS	654				hypothetical protein
ALLENOCK_02641	CDS	1011				hypothetical protein
ALLENOCK_02642	CDS	561				hypothetical protein
ALLENOCK_02643	CDS	765				hypothetical protein
ALLENOCK_02644	CDS	2490				hypothetical protein
ALLENOCK_02645	CDS	312				hypothetical protein
ALLENOCK_02646	CDS	144				hypothetical protein
ALLENOCK_02647	CDS	1989	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
ALLENOCK_02648	CDS	231				hypothetical protein
ALLENOCK_02649	CDS	504				hypothetical protein
ALLENOCK_02650	CDS	681				hypothetical protein
ALLENOCK_02651	CDS	975				hypothetical protein
ALLENOCK_02652	CDS	366				hypothetical protein
ALLENOCK_02653	CDS	207				hypothetical protein
ALLENOCK_02654	CDS	786				hypothetical protein
ALLENOCK_02655	CDS	639				hypothetical protein
ALLENOCK_02656	CDS	783				hypothetical protein
ALLENOCK_02657	CDS	387				hypothetical protein
ALLENOCK_02658	CDS	591				hypothetical protein
ALLENOCK_02659	CDS	543		2.3.1.-	COG1670	Acetyltransferase
ALLENOCK_02660	CDS	1395				hypothetical protein
ALLENOCK_02661	CDS	666	vat_2	2.3.1.-		Virginiamycin A acetyltransferase
ALLENOCK_02662	CDS	312				hypothetical protein
ALLENOCK_02663	CDS	345				hypothetical protein
ALLENOCK_02664	CDS	1107	xerC_10			Tyrosine recombinase XerC
ALLENOCK_02665	CDS	912				hypothetical protein
ALLENOCK_02666	CDS	1494	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
ALLENOCK_02667	CDS	786				hypothetical protein
ALLENOCK_02668	CDS	2016	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
ALLENOCK_02669	CDS	1173	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
ALLENOCK_02670	CDS	786				hypothetical protein
ALLENOCK_02671	CDS	987	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ALLENOCK_02672	CDS	1311				hypothetical protein
ALLENOCK_02673	CDS	1173				hypothetical protein
ALLENOCK_02674	CDS	1155	napF_2			Ferredoxin-type protein NapF
ALLENOCK_02675	CDS	1083				hypothetical protein
ALLENOCK_02676	CDS	1506	epsK			putative membrane protein EpsK
ALLENOCK_02677	CDS	393				hypothetical protein
ALLENOCK_02678	CDS	528				hypothetical protein
ALLENOCK_02679	CDS	699				hypothetical protein
ALLENOCK_02680	CDS	1050	xerC_11		COG4974	Tyrosine recombinase XerC
ALLENOCK_02681	CDS	993	xerC_12		COG4974	Tyrosine recombinase XerC
ALLENOCK_02682	CDS	1179	xerC_13			Tyrosine recombinase XerC
ALLENOCK_02683	CDS	210				hypothetical protein
ALLENOCK_02684	CDS	627				hypothetical protein
ALLENOCK_02685	CDS	612				hypothetical protein
ALLENOCK_02686	CDS	3666				hypothetical protein
ALLENOCK_02687	CDS	3585				hypothetical protein
ALLENOCK_02688	CDS	2076				hypothetical protein
ALLENOCK_02689	CDS	1656				hypothetical protein
ALLENOCK_02690	CDS	2523				hypothetical protein
ALLENOCK_02691	CDS	2142				hypothetical protein
ALLENOCK_02692	CDS	3159	rapA	3.6.4.-		RNA polymerase-associated protein RapA
ALLENOCK_02693	CDS	1842				hypothetical protein
ALLENOCK_02694	CDS	243				hypothetical protein
ALLENOCK_02695	CDS	228				hypothetical protein
ALLENOCK_02696	CDS	408				hypothetical protein
ALLENOCK_02697	CDS	474				hypothetical protein
ALLENOCK_02698	CDS	399				hypothetical protein
ALLENOCK_02699	CDS	1245				hypothetical protein
ALLENOCK_02700	CDS	96				hypothetical protein
ALLENOCK_02701	CDS	1656				hypothetical protein
ALLENOCK_02702	CDS	1188				hypothetical protein
ALLENOCK_02703	CDS	792				hypothetical protein
ALLENOCK_02704	CDS	552	rbr3B	1.11.1.1	COG1592	Reverse rubrerythrin-2
ALLENOCK_02705	CDS	936	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
ALLENOCK_02706	CDS	1221	pepT	3.4.11.4	COG2195	Peptidase T
ALLENOCK_02707	CDS	243				hypothetical protein
ALLENOCK_02708	CDS	1224				hypothetical protein
ALLENOCK_02709	CDS	552				hypothetical protein
ALLENOCK_02710	CDS	1344				hypothetical protein
ALLENOCK_02711	CDS	1887	cfiA	6.4.1.7	COG0511	2-oxoglutarate carboxylase large subunit
ALLENOCK_02712	CDS	255	rpmE2		COG0254	50S ribosomal protein L31 type B
ALLENOCK_02713	CDS	510				hypothetical protein
ALLENOCK_02714	CDS	1341	argH	4.3.2.1	COG0165	Argininosuccinate lyase
ALLENOCK_02715	CDS	435				hypothetical protein
ALLENOCK_02716	CDS	651	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
ALLENOCK_02717	CDS	1206	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
ALLENOCK_02718	CDS	906				hypothetical protein
ALLENOCK_02719	CDS	2235				hypothetical protein
ALLENOCK_02720	CDS	2589				hypothetical protein
ALLENOCK_02721	CDS	2715	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
ALLENOCK_02722	CDS	1494				hypothetical protein
ALLENOCK_02723	CDS	225				hypothetical protein
ALLENOCK_02724	CDS	384				hypothetical protein
ALLENOCK_02725	CDS	1566				hypothetical protein
ALLENOCK_02726	CDS	891				hypothetical protein
ALLENOCK_02727	CDS	492				hypothetical protein
ALLENOCK_02728	CDS	588				hypothetical protein
ALLENOCK_02729	CDS	627				hypothetical protein
ALLENOCK_02730	CDS	357				hypothetical protein
ALLENOCK_02731	CDS	288				hypothetical protein
ALLENOCK_02732	CDS	2835				hypothetical protein
ALLENOCK_02733	CDS	795				hypothetical protein
ALLENOCK_02734	CDS	693				hypothetical protein
ALLENOCK_02735	CDS	690				hypothetical protein
ALLENOCK_02736	CDS	1149				hypothetical protein
ALLENOCK_02737	CDS	264				hypothetical protein
ALLENOCK_02738	CDS	1125				hypothetical protein
ALLENOCK_02739	CDS	1152	xerC_14			Tyrosine recombinase XerC
ALLENOCK_02740	CDS	546		1.8.3.7	COG1262	Formylglycine-generating enzyme
ALLENOCK_02741	CDS	828				hypothetical protein
ALLENOCK_02742	CDS	858				hypothetical protein
ALLENOCK_02743	CDS	2529				hypothetical protein
ALLENOCK_02744	CDS	447				hypothetical protein
ALLENOCK_02745	CDS	723				hypothetical protein
ALLENOCK_02746	CDS	492				hypothetical protein
ALLENOCK_02747	CDS	240				hypothetical protein
ALLENOCK_02748	CDS	411				hypothetical protein
ALLENOCK_02749	CDS	624				hypothetical protein
ALLENOCK_02750	CDS	1332				hypothetical protein
ALLENOCK_02751	CDS	1212	xerC_15			Tyrosine recombinase XerC
ALLENOCK_02752	CDS	1143	xerC_16			Tyrosine recombinase XerC
ALLENOCK_02753	CDS	378				hypothetical protein
ALLENOCK_02754	CDS	432				hypothetical protein
ALLENOCK_02755	tRNA	75				tRNA-Cys(gca)
ALLENOCK_02756	tRNA	75				tRNA-Met(cat)
ALLENOCK_02757	tRNA	77				tRNA-Arg(acg)
ALLENOCK_02758	tRNA	85				tRNA-Tyr(gta)
ALLENOCK_02759	tRNA	74				tRNA-Trp(cca)
ALLENOCK_02760	tRNA	74				tRNA-Phe(gaa)
ALLENOCK_02761	tRNA	89				tRNA-Ser(gct)
ALLENOCK_02762	CDS	624				hypothetical protein
ALLENOCK_02763	CDS	237				hypothetical protein
ALLENOCK_02764	CDS	486				hypothetical protein
ALLENOCK_02765	CDS	654				hypothetical protein
ALLENOCK_02766	CDS	183				hypothetical protein
ALLENOCK_02767	CDS	531				hypothetical protein
ALLENOCK_02768	CDS	546				hypothetical protein
ALLENOCK_02769	CDS	747				hypothetical protein
ALLENOCK_02770	CDS	1185				hypothetical protein
ALLENOCK_02771	CDS	1341				hypothetical protein
ALLENOCK_02772	CDS	219				hypothetical protein
ALLENOCK_02773	CDS	1587	mutS_6			DNA mismatch repair protein MutS
ALLENOCK_02774	CDS	789				hypothetical protein
ALLENOCK_02775	CDS	675				hypothetical protein
ALLENOCK_02776	CDS	780				hypothetical protein
ALLENOCK_02777	CDS	735				hypothetical protein
ALLENOCK_02778	CDS	2310				hypothetical protein
ALLENOCK_02779	CDS	249				hypothetical protein
ALLENOCK_02780	CDS	468				hypothetical protein
ALLENOCK_02781	CDS	765				hypothetical protein
ALLENOCK_02782	CDS	1209				hypothetical protein
ALLENOCK_02783	CDS	1143				hypothetical protein
ALLENOCK_02784	CDS	1041				hypothetical protein
ALLENOCK_02785	CDS	207				hypothetical protein
ALLENOCK_02786	CDS	3441				hypothetical protein
ALLENOCK_02787	CDS	735				hypothetical protein
ALLENOCK_02788	CDS	1038	dnaG_5	2.7.7.-	COG0358	DNA primase
ALLENOCK_02789	CDS	513				hypothetical protein
ALLENOCK_02790	CDS	1155				hypothetical protein
ALLENOCK_02791	CDS	180				hypothetical protein
ALLENOCK_02792	CDS	1782				hypothetical protein
ALLENOCK_02793	CDS	570				hypothetical protein
ALLENOCK_02794	CDS	1524				hypothetical protein
ALLENOCK_02795	CDS	219				hypothetical protein
ALLENOCK_02796	CDS	1038				hypothetical protein
ALLENOCK_02797	CDS	711				hypothetical protein
ALLENOCK_02798	CDS	1215				hypothetical protein
ALLENOCK_02799	CDS	219				hypothetical protein
ALLENOCK_02800	CDS	435				hypothetical protein
ALLENOCK_02801	CDS	1269				hypothetical protein
ALLENOCK_02802	CDS	258				hypothetical protein
ALLENOCK_02803	CDS	225				hypothetical protein
ALLENOCK_02804	CDS	318				hypothetical protein
ALLENOCK_02805	CDS	1395				hypothetical protein
ALLENOCK_02806	CDS	489				hypothetical protein
ALLENOCK_02807	CDS	237				hypothetical protein
ALLENOCK_02808	CDS	477	cdd	3.5.4.5	COG0295	Cytidine deaminase
ALLENOCK_02809	CDS	447				hypothetical protein
ALLENOCK_02810	CDS	1338	nhaD			Na(+)/H(+) antiporter NhaD
ALLENOCK_02811	CDS	1413	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
ALLENOCK_02812	CDS	486		3.6.1.25	COG2954	Inorganic triphosphatase
ALLENOCK_02813	CDS	1974	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
ALLENOCK_02814	CDS	495	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
ALLENOCK_02815	CDS	1611				hypothetical protein
ALLENOCK_02816	CDS	1254	hflX		COG2262	GTPase HflX
ALLENOCK_02817	CDS	1995				hypothetical protein
ALLENOCK_02818	CDS	1095				hypothetical protein
ALLENOCK_02819	CDS	825				hypothetical protein
ALLENOCK_02820	CDS	1146				hypothetical protein
ALLENOCK_02821	CDS	924				hypothetical protein
ALLENOCK_02822	CDS	666				hypothetical protein
ALLENOCK_02823	CDS	1044	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
ALLENOCK_02824	CDS	597	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
ALLENOCK_02825	CDS	1395	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
ALLENOCK_02826	CDS	1497	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
ALLENOCK_02827	CDS	1338	yhaP		COG1668	putative protein YhaP
ALLENOCK_02828	CDS	915	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ALLENOCK_02829	CDS	849	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
ALLENOCK_02830	CDS	609	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
ALLENOCK_02831	CDS	213				hypothetical protein
ALLENOCK_02832	CDS	897				hypothetical protein
ALLENOCK_02833	CDS	1065				hypothetical protein
ALLENOCK_02834	CDS	2838				hypothetical protein
ALLENOCK_02835	CDS	927	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
ALLENOCK_02836	CDS	1323				hypothetical protein
ALLENOCK_02837	CDS	2187				hypothetical protein
ALLENOCK_02838	CDS	1371				hypothetical protein
ALLENOCK_02839	CDS	2988				hypothetical protein
ALLENOCK_02840	CDS	1041	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
ALLENOCK_02841	CDS	2112	susB_2	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
ALLENOCK_02842	CDS	1203				hypothetical protein
ALLENOCK_02843	CDS	621				hypothetical protein
ALLENOCK_02844	CDS	207				hypothetical protein
ALLENOCK_02845	CDS	630				hypothetical protein
ALLENOCK_02846	CDS	495				hypothetical protein
ALLENOCK_02847	CDS	321				hypothetical protein
ALLENOCK_02848	CDS	501				hypothetical protein
ALLENOCK_02849	CDS	417				hypothetical protein
ALLENOCK_02850	CDS	393				hypothetical protein
ALLENOCK_02851	CDS	456				hypothetical protein
ALLENOCK_02852	CDS	1197				hypothetical protein
ALLENOCK_02853	CDS	501				hypothetical protein
ALLENOCK_02854	CDS	393				hypothetical protein
ALLENOCK_02855	CDS	261				hypothetical protein
ALLENOCK_02856	CDS	567				hypothetical protein
ALLENOCK_02857	CDS	1053				hypothetical protein
ALLENOCK_02858	CDS	558				hypothetical protein
ALLENOCK_02859	CDS	903				hypothetical protein
ALLENOCK_02860	CDS	429				hypothetical protein
ALLENOCK_02861	CDS	549				hypothetical protein
ALLENOCK_02862	CDS	657				hypothetical protein
ALLENOCK_02863	CDS	567				hypothetical protein
ALLENOCK_02864	CDS	537				hypothetical protein
ALLENOCK_02865	CDS	222				hypothetical protein
ALLENOCK_02866	CDS	444				hypothetical protein
ALLENOCK_02867	CDS	381				hypothetical protein
ALLENOCK_02868	CDS	483				hypothetical protein
ALLENOCK_02869	CDS	318				hypothetical protein
ALLENOCK_02870	CDS	477				hypothetical protein
ALLENOCK_02871	CDS	240				hypothetical protein
ALLENOCK_02872	CDS	732				hypothetical protein
ALLENOCK_02873	CDS	1311				hypothetical protein
ALLENOCK_02874	CDS	882				hypothetical protein
ALLENOCK_02875	CDS	174				hypothetical protein
ALLENOCK_02876	CDS	567				hypothetical protein
